content,date posted
"laksafan said:
			
		
	
	
		
		
			Buy parts and go down might be cheaper if you are certain the diagnosis is accurate
		
		Click to expand...
	


Thanks. Do they open on sunday?",13-08-17
"zensunnidx said:
			
		
	
	
		
		
			any good shops to recommend to replace my car battery?
		
		Click to expand...
	







	
		
			
				snipfer said:
			
		
	
	
		
		
			Amaron is cheaper in sg.

Else you can go to LCH or Sheng Auto or any workshop in JB



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	







	
		
			
				funky05 said:
			
		
	
	
		
		
			Second this.. battery cheaper in sg.. Amaron FTW
		
		Click to expand...
	







	
		
			
				laksafan said:
			
		
	
	
		
		
			Buy parts and go down might be cheaper if you are certain the diagnosis is accurate
		
		Click to expand...
	


my bf is looking for honda vezel front grill and mazda 3 front grill. where to get the cheapest in SG and JB? can anyone provide rough price and contact number if possible? thanks.",13-08-17
"sp0rky said:
			
		
	
	
		
		
			Thanks. Do they open on sunday?
		
		Click to expand...
	


lch yes. but advisable to let him check",14-08-17
"for electrical relay issues, do i go to sheng auto?",16-08-17
"yanbros said:
			
		
	
	
		
		
			for electrical relay issues, do i go to sheng auto?
		
		Click to expand...
	


Yes. They are good when comes to electrical stuffs



Sent from Xiaomi MI MAX 2 using GAGT",16-08-17
"My FR on BTS workshop at Bukit Indah.Ah Boon did a very good job on my bonnet dent. Through this experience n some interaction I find ah Boon to be a reliable n honest person. 

Also requested to re-stick my side n rear lips and touch up spots, cracks, scratches, etc all over the car. 

Car now looks as good as new, all for the same price in ringgit.





Thanks to laksafan n all the experts for this recommendation.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Aug 20, 2017",20-08-17
"hosayboh said:
			
		
	
	
		
		
			My FR on BTS workshop at Bukit Indah.Ah Boon did a very good job on my bonnet dent. Through this experience n some interaction I find ah Boon to be a reliable n honest person. 

Also requested to re-stick my side n rear lips and touch up spots, cracks, scratches, etc all over the car. 

Car now looks as good as new, all for the same price in ringgit.





Thanks to laksafan n all the experts for this recommendation.
		
		Click to expand...
	


Does BTS workshop does repair on car interior plastic scratches?? Had some deep scratches on the door interior plastic panel , wondering how can I fix it...any shop to recommend?? thks!!",20-08-17
"Answer is I'm not sure but you can WhatsApp him to ask. They modify car though, as per their sign board. 








	
		
			
				razo2004 said:
			
		
	
	
		
		
			Does BTS workshop does repair on car interior plastic scratches?? Had some deep scratches on the door interior plastic panel , wondering how can I fix it...any shop to recommend?? thks!! 
		
		Click to expand...",20-08-17
"hosayboh said:
			
		
	
	
		
		
			Answer is I'm not sure but you can WhatsApp him to ask. They modify car though, as per their sign board.
		
		Click to expand...
	


Bro.. can pm me number of BTS? Thanks",20-08-17
"hosayboh said:
			
		
	
	
		
		
			Answer is I'm not sure but you can WhatsApp him to ask. They modify car though, as per their sign board.
		
		Click to expand...
	


thanks bro...whatsapp no?? or have other workshop to refer to...",20-08-17
"TQVM



Sent from Wonderland  using GAGT",30-08-17
Is doing wrapping of car in JB cheaper? Thinking of going Matte white for car,01-09-17
"Any merc ws in jb



Sent from Sony E6853 using GAGT",03-09-17
"Hi,



I drive a coe Suzuki swift and I suspect the ac compressor is spoilt as when I off the air on the sound no more.



May I know what's the range of price I can expect in Singapore?

Is it worth to go JB to fix and which shop specialise in compressor and the range of price?



If its too expensive I think I may return the car, get back coe and buy a new one since coe price has softened.



Thanks for your help people",04-09-17
"Aircon at most a few hundreds.

Go markcool at woodlands

Or

Go back a few pages JB Fuji car cooler



Sent from Xiaomi MI MAX 2 using GAGT",06-09-17
"sgdividends said:
			
		
	
	
		
		
			Hi,



I drive a coe Suzuki swift and I suspect the ac compressor is spoilt as when I off the air on the sound no more.



May I know what's the range of price I can expect in Singapore?

Is it worth to go JB to fix and which shop specialise in compressor and the range of price?



If its too expensive I think I may return the car, get back coe and buy a new one since coe price has softened.



Thanks for your help people 
		
		Click to expand...
	
try tomika



Sent from OPPO CPH1607 using GAGT",06-09-17
Sent from OPPO CPH1607 using GAGT,06-09-17
"Hi sorry care to share the full shop name of LCH and their address ?



Wondering are they able to do full servicing for VW Jetta. 



Thanks",06-09-17
"adrianloh said:
			
		
	
	
		
		
			Hi sorry care to share the full shop name of LCH and their address ?



Wondering are they able to do full servicing for VW Jetta. 



Thanks
		
		Click to expand...
	


2 Jalan Perkasa 3, Skudai, Jb",06-09-17
"sgdividends said:
			
		
	
	
		
		
			Hi,



I drive a coe Suzuki swift and I suspect the ac compressor is spoilt as when I off the air on the sound no more.



May I know what's the range of price I can expect in Singapore?

Is it worth to go JB to fix and which shop specialise in compressor and the range of price?



If its too expensive I think I may return the car, get back coe and buy a new one since coe price has softened.



Thanks for your help people 
		
		Click to expand...
	


Go back a few page to search for Sheng Auto @ Jb.



Else look for YIGO @ Blk 3007. Ubi Road. #01-428. The owner is younger brother to owner of Tomika. 



In my view, both Tomika and YIGO equally good in their air-con stuffs.",06-09-17
"myviowner said:
			
		
	
	
		
		
			Else look for YIGO @ Blk 3007. Ubi Road. #01-428. The owner is younger brother to owner of Tomika. 



In my view, both Tomika and YIGO equally good in their air-con stuffs.
		
		Click to expand...
	


So it is not older brother VS younger brother?



Cost wise? Both the same?",06-09-17
"myviowner said:
			
		
	
	
		
		
			Go back a few page to search for Sheng Auto @ Jb.



Else look for YIGO @ Blk 3007. Ubi Road. #01-428. The owner is younger brother to owner of Tomika. 



In my view, both Tomika and YIGO equally good in their air-con stuffs.
		
		Click to expand...
	


Thanks.



Actually I repaired my car in Singapore eventually. Turns out its the fan motor that is spoilt that's why switch on air con to full, go more sound as the fan motor blows more... Not air con compressor.. Heng ah.



Anyway, to share , fan motor Suzuki swift change is 190 bucks. Still affordable, so I just change in Singapore 



FYI for comparison.



Pls share yours or other parts to increase transparency.",06-09-17
"AL5509 said:
			
		
	
	
		
		
			So it is not older brother VS younger brother?



Cost wise? Both the same?
		
		Click to expand...
	


Price wise, i cant remember. Competitive i guess.



Both used to work together for years. For certain reason, the younger brother decides to venture out.",06-09-17
"reptry said:
			
		
	
	
		
		
			Hi all,



I recently bought a 2008 golf gti which is a consignment car from an owner whom is overseas, so I'm not exactly sure what is changed/tuned in the car. But it drives all well, except for the occasional squeak from one of the rear suspension 



So I will to ask if anyone can recommended a workshop in JB who can help to do an overall check on the car and advise whether it makes sense to renew the COE?



And if there is a need to do a full overhaul..a recommended workshop for this type of cars?



Thanks in advance!
		
		Click to expand...
	


WE CARE AUTO SERVICE

No. 31-33, Jalan Permas 4/4,, Bandar Baru Permas Jaya,, 81750 Masai, Johor, Malaysia

Phone: +60 7-386 6933",06-09-17
"kimzzil said:
			
		
	
	
		
		
			Anyone got workshop to recommend at jb for kelisa ? My car start having dragging sound  whenever i press the brake.time for maintance also. First time going in jb to service need u guy help
		
		Click to expand...
	


1. LCH BROTHERS: Go to few pages to find the address.

2. LTEN PRO. 23, Jalan Permas 9/9. Bandar Permas Jaya, 81750 Masai, Johor. 

3. Syarikat Lim Chin Hin: 2, Jalan Pingai, Tama Pelangi. This is a tire shop. Can do brake as well.



I own a myvi. Currently, using 2 & 3.",06-09-17
"puzzled_06 said:
			
		
	
	
		
		
			Any merc ws in jb



Sent from Sony E6853 using GAGT
		
		Click to expand...
	




WE CARE Auto Service.",06-09-17
"sp0rky said:
			
		
	
	
		
		
			Is doing wrapping of car in JB cheaper? Thinking of going Matte white for car
		
		Click to expand...
	


Go look at Wrap Zone OR Comfort Car Shop. Find them on FB.",06-09-17
"juns287 said:
			
		
	
	
		
		
			hi, any place to recommend to rewrap car seat leather and dashboard? I have the camry dashboard problem.
		
		Click to expand...
	


Look for :

Jacqueline @

DM Seat Covers & Car Accessories Services. 



Address: 12, Jalan Kempas Utama 3/1, Taman Kempas Utama, 81200, JB.",07-09-17
"myviowner said:
			
		
	
	
		
		
			Look for :

Jacqueline @

DM Seat Covers & Car Accessories Services. 



Address: 12, Jalan Kempas Utama 3/1, Taman Kempas Utama, 81200, JB.
		
		Click to expand...
	


They are expensive. I ever enquire.



Cheapest and most skillful is still Gosford leather at tampoi



Sent from Xiaomi MI MAX 2 using GAGT",07-09-17
"Anyone change car battery in JB before?  Do they carry Amaron?  Price??  Gam sia...





Edit:  did a search and 








	
	
		
		
			snipfer wrote:

Amaron is cheaper in sg.

Else you can go to LCH or Sheng Auto or any workshop in JB
		
		Click to expand...
	

			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Sep 8, 2017",08-09-17
"slang said:
			
		
	
	
		
		
			anyone knows of any good shop to do customised floor map around KSL or taman sentosa area?? drove past some shops near KSL but they only use manual scissors cutting to shape for you
		
		Click to expand...
	


So far haven't seen any workshop uses machine to cut. They are mostly skilful enough using scissors.



Sent from Xiaomi MI MAX 2 using GAGT",21-09-17
"Thanks for the location guys. 



Will the shop help to solve the gps issue or will they ask me to buy a new one ? 



Actually I don't really use the GPS as I am using my hp gps. 



Possible to change the gps to a clock as my car don't have a clock for now.



Any bro here buy front camera from sheng auto?

Looks quite good. Anyone know the price with installation ?
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Sep 21, 2017",21-09-17
"If you have those built-in GPS, can be impossible to repair.



Their iroad is slightly cheaper than sg.



Sent from Xiaomi MI MAX 2 using GAGT",21-09-17
Any location for rear camera and installation?,21-09-17
"aztech44 said:
			
		
	
	
		
		
			Any location for rear camera and installation?
		
		Click to expand...
	


Sheng Auto Air-cond & Accessories 

92, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 Johor Bahru, Johor, Malaysia 

+60 16-703 5250 



https://goo.gl/maps/ch4UMm5zBkx



Sent from Xiaomi MI MAX 2 using GAGT",21-09-17
"snipfer said:
			
		
	
	
		
		
			Sheng Auto Air-cond & Accessories

92, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 Johor Bahru, Johor, Malaysia

+60 16-703 5250



https://goo.gl/maps/ch4UMm5zBkx



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


Thanks! ..",21-09-17
"myviowner said:
			
		
	
	
		
		
			If your frd did it at workshops near ksl, can be sure is kena chop liao. 



Should ask ard for quotes first. 



I bet sheng auto won't be that costly.
		
		Click to expand...
	


dunno which part of jb he went to...",21-09-17
"Any where in jb got sell car decal to put season parking RFID TAG?

Good shop to intro or inside shopping centre aeon etc ?",22-09-17
Didn't see any nice ones in aeon.,22-09-17
"sentsggirls said:
			
		
	
	
		
		
			Any where in jb got sell car decal to put season parking RFID TAG?

Good shop to intro or inside shopping centre aeon etc ?
		
		Click to expand...
	


I think you can get them foc from petrol stations and car workshops



Sent from Xiaomi MI MAX 2 using GAGT",22-09-17
any workshops that uses liqui moly EO for oil change? am interested to try.,22-09-17
Hi all aircon not cold any workshop to recommend?,22-09-17
"BuGGi3 said:
			
		
	
	
		
		
			any workshops that uses liqui moly EO for oil change? am interested to try.
		
		Click to expand...
	
Why not buy your own & bring it there to get it change?",22-09-17
"henrywoo1978 said:
			
		
	
	
		
		
			Hi all aircon not cold any workshop to recommend?
		
		Click to expand...
	


1. Sheng Auto Air-cond & Accessories

92, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 Johor Bahru, Johor, Malaysia

+60 16-703 5250.



2. SYKT FUJI CAR COOLER

No. 15 Jalan Perang,

Taman Pelangi,



9am-6pm. 

Closed on Sundays.",22-09-17
"BuGGi3 said:
			
		
	
	
		
		
			any workshops that uses liqui moly EO for oil change? am interested to try.
		
		Click to expand...
	


Drive along stretch of road behind ksl. More than one shops carries this brand of oil. 

Or pop by any spare parts shop in JB. Buy and head to the workshop for the oil change.",22-09-17
"BuGGi3 said:
			
		
	
	
		
		
			any workshops that uses liqui moly EO for oil change? am interested to try.
		
		Click to expand...
	


Engine oil in general, sg is cheaper



Sent from Xiaomi MI MAX 2 using GAGT",23-09-17
"myviowner said:
			
		
	
	
		
		
			Drive along stretch of road behind ksl. More than one shops carries this brand of oil. 

Or pop by any spare parts shop in JB. Buy and head to the workshop for the oil change.
		
		Click to expand...
	


Care to share where the spare parts shop in JB are?

I only know Tenaga Jaya along Tebrau.",23-09-17
"BuGGi3 said:
			
		
	
	
		
		
			Yup. Sheng Auto can do. I'll be purchasing the headlamp lens cover and bring to them to reseal. Save the trouble of polishing.
		
		Click to expand...
	
Hi Bro,



My headlight for my Nissan Latio is foggy too. Thinking of buying headlamp cover too. Please advise me where to buy the cover. Thanks",23-09-17
"Robertang said:
			
		
	
	
		
		
			Hi Bro,



My headlight for my Nissan Latio is foggy too. Thinking of buying headlamp cover too. Please advise me where to buy the cover. Thanks
		
		Click to expand...
	


Ordered mine from ezbuy. But out of stock and they cant deliver to me also",23-09-17
"BuGGi3 said:
			
		
	
	
		
		
			Ordered mine from ezbuy. But out of stock and they cant deliver to me also 
		
		Click to expand...
	


Buy directly from taobao, contact the same seller guarantee sure have stock. Blacklisted ezbuy since last year.



www.oops.sg

They can ship everything.



Alternatively https://m.facebook.com/ysheadlamp/



But they are in KL, needs 2 days job. I went to them last mth. Superb job done.



Sent from Xiaomi MI MAX 2 using GAGT
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Sep 23, 2017",23-09-17
"myviowner said:
			
		
	
	
		
		
			Thinkware F50 single channel, brand new @ S$100. 

Blackvue.

Iroad

Can do a search at Carousell. 





Else there is another forum in HWZ on car cam.
		
		Click to expand...
	


Thanks bro. 



Thinking to get secondhand iroad from carousell and I stall in jb. 

Iroad wifi good what version for now should I buy?



Thanks all for help. 

Saw in carousell brand new about 200-300

For front and rear.",26-09-17
"funky05 said:
			
		
	
	
		
		
			Maybe he wanna tap to ignition , not ciggie
		
		Click to expand...
	


I got this guy to install the magic power pro for me. 50 bucks with installation. 



https://carousell.com/jautoanddetailing",26-09-17
"sentsggirls said:
			
		
	
	
		
		
			Thanks bro. 



Thinking to get secondhand iroad from carousell and I stall in jb. 

Iroad wifi good what version for now should I buy?



Thanks all for help. 

Saw in carousell brand new about 200-300

For front and rear.
		
		Click to expand...
	


I think latest is V9.",26-09-17
"sentsggirls said:
			
		
	
	
		
		
			Thanks bro. 



Thinking to get secondhand iroad from carousell and I stall in jb. 

Iroad wifi good what version for now should I buy?



Thanks all for help. 

Saw in carousell brand new about 200-300

For front and rear.
		
		Click to expand...
	
My opinion, if installing set not bought from the shop in sg or jb.

Please do ask the fellow to test the set 1st or you show the person it is working on the spot(if possible) BEFOFE installing.



Else installed not working, yes you still need to pay labour costs hor and most likely the worker will said is your set that is not working de.



Just my 2cents worth.",26-09-17
"AL5509 said:
			
		
	
	
		
		
			My opinion, if installing set not bought from the shop in sg or jb.

Please do ask the fellow to test the set 1st or you show the person it is working on the spot(if possible) BEFOFE installing.



Else installed not working, yes you still need to pay labour costs hor and most likely the worker will said is your set that is not working de.



Just my 2cents worth.
		
		Click to expand...
	


Yes bro noted



But iroad to expensive for me. 

Was thinking visit sheng auto see they go other camera on a lower range. 



I just got a reply from sheng auto that iroad is about 1030-1300 RM

Depending  ON MOdel and installtion works. 



So any other Brands is good ? 



Do you guys install LED Headlights ? Are they approved by LTA Or will TP stop?



Anybody know where is BTS workshop at Bukit Indah

They do what services.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Sep 26, 2017",26-09-17
"sentsggirls said:
			
		
	
	
		
		
			Yes bro noted



But iroad to expensive for me. 

Was thinking visit sheng auto see they go other camera on a lower range. 



I just got a reply from sheng auto that iroad is about 1030-1300 RM

Depending  ON MOdel and installtion works. 



So any other Brands is good ? 



Do you guys install LED Headlights ? Are they approved by LTA Or will TP stop?



Anybody know where is BTS workshop at Bukit Indah

They do what services.
		
		Click to expand...
	


I'm using xiaomi yi camera, cheap and good if there's budget constraints.



LED headlights are not approved by LTA unless it comes stock with the car.



BTS at bukit indah is for spray painting.",27-09-17
"sentsggirls said:
			
		
	
	
		
		
			Thanks bro. 



Thinking to get secondhand iroad from carousell and I stall in jb. 

Iroad wifi good what version for now should I buy?



Thanks all for help. 

Saw in carousell brand new about 200-300

For front and rear.
		
		Click to expand...
	


Sorry bro, am not familiar with Iroad. Any bro here can help?",27-09-17
"sentsggirls said:
			
		
	
	
		
		
			Yes bro noted



But iroad to expensive for me. 

Was thinking visit sheng auto see they go other camera on a lower range. 



I just got a reply from sheng auto that iroad is about 1030-1300 RM

Depending  ON MOdel and installtion works. 



So any other Brands is good ? 



Do you guys install LED Headlights ? Are they approved by LTA Or will TP stop?



Anybody know where is BTS workshop at Bukit Indah

They do what services.
		
		Click to expand...
	


Thinkware, Blackvue.",27-09-17
"Go to the other thread discussion on in car camera.



If possible try to install in sg and quickly go do it now before some lousy PHV bang into you



Sent from Xiaomi MI MAX 2 using GAGT",27-09-17
where can change wheel bearing? i got my parts,02-10-17
YS Motorsports or LCH Brothers,02-10-17
"yanbros said:
			
		
	
	
		
		
			YS Motorsports or LCH Brothers
		
		Click to expand...
	
how long to change the lower arm bush ?



how about for rear bearing pair?",02-10-17
"N0name said:
			
		
	
	
		
		
			how long to change the lower arm bush ?



how about for rear bearing pair?
		
		Click to expand...
	


Change is quite fast. Can be done within an hour. But will need to depend on the crowd as well. YS has its usual crowd, LCR maybe less of a crowd. You can go on the weekends to LCR since you already have your parts. Control arm bush and bearing will need a pneumatic bearing press to push it off the hub/arm. Other than that, no need any other special tool. I have done it at YS before. LCR should have it as well.",03-10-17
"yanbros said:
			
		
	
	
		
		
			Change is quite fast. Can be done within an hour. But will need to depend on the crowd as well. YS has its usual crowd, LCR maybe less of a crowd. You can go on the weekends to LCR since you already have your parts. Control arm bush and bearing will need a pneumatic bearing press to push it off the hub/arm. Other than that, no need any other special tool. I have done it at YS before. LCR should have it as well.
		
		Click to expand...
	


Done it at LCH. Thereabout within an hour.",03-10-17
"N0name said:
			
		
	
	
		
		
			how long to change the lower arm bush ?



how about for rear bearing pair?
		
		Click to expand...
	


Bushing took less than 30 mins. Done mine a few mths back



Sent from Xiaomi MI MAX 2 using GAGT",03-10-17
"yanbros said:
			
		
	
	
		
		
			Change is quite fast. Can be done within an hour. But will need to depend on the crowd as well. YS has its usual crowd, LCR maybe less of a crowd. You can go on the weekends to LCR since you already have your parts. Control arm bush and bearing will need a pneumatic bearing press to push it off the hub/arm. Other than that, no need any other special tool. I have done it at YS before. LCR should have it as well.
		
		Click to expand...
	


Lol you mean LCH right? LCR is Lion City Rental?",04-10-17
Sorry LCH.,04-10-17
"Quoted at one jb workshop 



Ride : avante 



All OEM parts 



Absorber front x2

Absorber link x2

Absorber mounting x2

Brake pad front left and right 



RM900

Inclusive Labour and gst



Reasonable?",04-10-17
"funky05 said:
			
		
	
	
		
		
			Quoted at one jb workshop 



Ride : avante 



All OEM parts 



Absorber front x2

Absorber link x2

Absorber mounting x2

Brake pad front left and right 



RM900

Inclusive Labour and gst



Reasonable?
		
		Click to expand...
	


Absorber what brand?",04-10-17
"yanbros said:
			
		
	
	
		
		
			Absorber what brand?
		
		Click to expand...
	




Mando, from korea",04-10-17
Any place to recommend as I brush my right rear door with the pillar? Singapore charge me $350 for repair and paint.,17-10-17
"razo2004 said:
			
		
	
	
		
		
			thks for the recommendation...anyway any ideas toyota allion parts avaliable in JB ? don't think they have this model there ...
		
		Click to expand...
	


My buddy owns a allion, so far no issues with spare parts when he do servicing/ repair at the shop.",17-10-17
"Went to LCH today to do the following for my Honda Fit GE6

Engine Oil, HMMF and filter brought my own. Was done within an hour. 



1. Change engine oil and filter

2. Change HMMF

3. Change driver side front headlamp bulb

4. Clean throttle body

5. Rotate tires



Total: RM$185 



I didn't ask for breakdown as i felt it was already very reasonable.",17-10-17
I just went to LCH to replace 1 bearing. They charged me rm60 just for the labour. How come yours is so cheap at rm30?,17-10-17
"biting said:
			
		
	
	
		
		
			I just went to LCH to replace 1 bearing. They charged me rm60 just for the labour. How come yours is so cheap at rm30?
		
		Click to expand...
	
Did you do any other things? Previously, I did at YS and also did quite a number of things.",17-10-17
No I didn't do any other thing. Mine was not difficult to replace. Just replace the whole wheel hub. Don't even need to pull out the bearings,17-10-17
"Anyone can recommend workshop to do bodykit for elantra in JB??



LCH dun do bodykit..",17-10-17
"x3yang said:
			
		
	
	
		
		
			Anyone can recommend workshop to do bodykit for elantra in JB??



LCH dun do bodykit..
		
		Click to expand...
	


LCH's core is repairs/ servicing. You asked the wrong workshop. Suggest you start looking at accessories shops.



Try X-Line Car Accessories @ Taman Mount Austin. Find them in FB. Or go back a few pages to get their contact.",18-10-17
Anyone tree Ah Wee accorssories shop in JB ?,18-10-17
"camholicx said:
			
		
	
	
		
		
			Anyone tree Ah Wee accorssories shop in JB ?
		
		Click to expand...
	


1. Tried once when i took my ride there for air con service last year. Was new there and just let them handle it..... service ok. Months later, i realized that they installed my a/c filter incorrectly. 



2. From that day onward, never use any shops near ksl. High price since you know most of the shops there serves sg cars. 



3. In additional, never try shops along the main road outside ksl. Unless you did your homework on price and service.",18-10-17
"camholicx said:
			
		
	
	
		
		
			Anyone tree Ah Wee accorssories shop in JB ?
		
		Click to expand...
	


Stay away from accessories shops at main road and near KSL.



Nearly every shop near KSL also have their signboard printed Ah Wee.



Sent from Xiaomi MI MAX 2 using GAGT",18-10-17
"snipfer said:
			
		
	
	
		
		
			Stay away from accessories shops at main road and near KSL.



Nearly every shop near KSL also have their signboard printed Ah Wee.



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


yes... i think so too. just 2+ yrs ago, i casually asked one of the shops about servicing my car. he quoted rm650 for shell 5w40 and rm1k for liqui moly 5w30 package. i asked what does his package include and he told me it comes with new filter, new pair of wipers, and a free car wash. they are friendly but the price is really steep.",20-10-17
"koolaid said:
			
		
	
	
		
		
			yes... i think so too. just 2+ yrs ago, i casually asked one of the shops about servicing my car. he quoted rm650 for shell 5w40 and rm1k for liqui moly 5w30 package. i asked what does his package include and he told me it comes with new filter, new pair of wipers, and a free car wash. they are friendly but the price is really steep. 
		
		Click to expand...
	
Wow!! RM 1k servicing package??

Any who took such offer is name: Robert?? Lol",20-10-17
"koolaid said:
			
		
	
	
		
		
			yes... i think so too. just 2+ yrs ago, i casually asked one of the shops about servicing my car. he quoted rm650 for shell 5w40 and rm1k for liqui moly 5w30 package. i asked what does his package include and he told me it comes with new filter, new pair of wipers, and a free car wash. they are friendly but the price is really steep. 
		
		Click to expand...
	
1k rm i can do 3 time same liqui moly



Sent from Xiaomi MI MAX using GAGT",20-10-17
"koolaid said:
			
		
	
	
		
		
			yes... i think so too. just 2+ yrs ago, i casually asked one of the shops about servicing my car. he quoted rm650 for shell 5w40 and rm1k for liqui moly 5w30 package. i asked what does his package include and he told me it comes with new filter, new pair of wipers, and a free car wash. they are friendly but the price is really steep. 
		
		Click to expand...
	


wahhhhhhhhhhhhh....Engine oil with Gold Dust..... lolz",20-10-17
"I used to go to Hawk Tayar and CBU until laksafan intro LCH. now I  just stick to LCH.



Sent from Xiaomi MI MAX 2 using GAGT",20-10-17
"AL5509 said:
			
		
	
	
		
		
			Wow!! RM 1k servicing package??

Any who took such offer is name: Robert?? Lol
		
		Click to expand...
	


i actually asked that guy how come the shop advert and the price he quoted is different, and he said my ride needed more oil. so need to pay more. lol



ok its true, my car needs about 6.8q every servicing.",20-10-17
"jfkoh said:
			
		
	
	
		
		
			1k rm i can do 3 time same liqui moly



Sent from Xiaomi MI MAX using GAGT
		
		Click to expand...
	


ya... in sg i usually buy my own oil n filter. still cheaper than that shop.",20-10-17
"myviowner said:
			
		
	
	
		
		
			wahhhhhhhhhhhhh....Engine oil with Gold Dust..... lolz
		
		Click to expand...
	


i thought i heard wrong... but i dont know why liqui moly is so ex in msia... or may be its just that shop.",20-10-17
"koolaid said:
			
		
	
	
		
		
			i thought i heard wrong... but i dont know why liqui moly is so ex in msia... or may be its just that shop. 
		
		Click to expand...
	


Despite being a oil producing country. 



Engine oil, lub, additives are damn expensive in my.



Sent from Xiaomi MI MAX 2 using GAGT",20-10-17
"Orangecolour said:
			
		
	
	
		
		
			Yea going back. But wanna check out the market price first   donwant get carrot
		
		Click to expand...
	


Depends which one you usual goes to. Refer to the few workshops which has been popping out frequently in this discussion. It wont goes wrong and you wont be a carrort",01-11-17
"Hi.. scratch my front bumper on a curb.. Any shop to recommend in jb for paint touch up? Simple touch up to cover up scratch will do



Thanks
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Nov 1, 2017",01-11-17
"torotoro said:
			
		
	
	
		
		
			Hi.. scratch my front bumper on a curb.. Any shop to recommend in jb for paint touch up? Simple touch up to cover up scratch will do



Thanks
		
		Click to expand...
	


Send image of scratch bumper via whatsapp to Ah Chen @ +60127942588. 



His workshop located at Permas Jaya. 

Is a personal workshop that i send my ride to since day 1. 

Not a main stream workshop that sg car would go to.",01-11-17
"Yupp it's one of the listed workshop! 








	
		
			
				myviowner said:
			
		
	
	
		
		
			Depends which one you usual goes to. Refer to the few workshops which has been popping out frequently in this discussion. It wont goes wrong and you wont be a carrort
		
		Click to expand...",01-11-17
"Orangecolour said:
			
		
	
	
		
		
			Yupp it's one of the listed workshop!
		
		Click to expand...
	


Ask a very practical question. If you can't start your car suddenly in JB , where you guys get people to change car battery? Is there A number to call?",05-11-17
"Tango555 said:
			
		
	
	
		
		
			Ask a very practical question. If you can't start your car suddenly in JB , where you guys get people to change car battery? Is there A number to call?
		
		Click to expand...
	


Save N Safe SDN BHD

+6073340152



Call and check if they can offer road side battery replacement.",05-11-17
Any workshops good with alignment?,05-11-17
"Tango555 said:
			
		
	
	
		
		
			Ask a very practical question. If you can't start your car suddenly in JB , where you guys get people to change car battery? Is there A number to call?
		
		Click to expand...
	


LCH brothers



Sent from Xiaomi MI MAX 2 using GAGT",05-11-17
"Toyota wish aircon not working. Go find LCH?



Sent from Samsung SM-A720F using GAGT",10-11-17
"Rxgn said:
			
		
	
	
		
		
			Toyota wish aircon not working. Go find LCH?



Sent from Samsung SM-A720F using GAGT
		
		Click to expand...
	


1. Sykt Fuji Car Cooler

No 15, Jalan Perang, Taman Pelangi

9-6pm.

Closed on Sunday.

Look for Mr Lim Leet Loo

+6019-7166083





2. Sheng Auto. 

Jalan Bukit Kempas 1.

Look for Jackson. 

+60167035250",10-11-17
"hi any bros have recommendation for johor sticker for my honda door pillar, i removed the plastic thing from my door window the 3M tape stick on the door pillar plastic sticker now all damage. need some quality workman ship",12-11-17
"Workshop in Permas



Was at Permas, yokohoma tyres, near big T junction. Quoted RM80 for tyre rotation, balancing and alignment. Is that steep?",12-11-17
"avataar said:
			
		
	
	
		
		
			Was at Permas, yokohoma tyres, near big T junction. Quoted RM80 for tyre rotation, balancing and alignment. Is that steep?
		
		Click to expand...
	


Singapore do alignment alone is at least $50. You can do the maths yourself .",12-11-17
"avataar said:
			
		
	
	
		
		
			Was at Permas, yokohoma tyres, near big T junction. Quoted RM80 for tyre rotation, balancing and alignment. Is that steep?
		
		Click to expand...
	


Confirm is cheaper than sg.",13-11-17
"myviowner said:
			
		
	
	
		
		
			Confirm is cheaper than sg. 
		
		Click to expand...
	


i think it's cheaper than most jb mechanics too.",13-11-17
"Hi bros, does anyone have a contact for JB Honda stockist? I don't need original parts, OEM will do, car going to scrap in 4 months  Also got any place to get cheap Dot 4 brake fluid and iridium spark plugs? I need to do flush, either SG or JB also can. Thanks 
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Nov 13, 2017",13-11-17
